collision_young	elongation_young	collision_old	elongation_old	dwelltime_young	dwelltime_old
0.0	9.0	0.0	16.0	0.09910915555555555	0.08425245
0.0	9.0	0.0	17.0	0.26162555555555556	0.2814667294117647
0.0	9.0	0.0	17.0	0.06208918888888889	0.058266464705882356
0.0	9.0	1.0	17.0	0.39196556666666665	0.3403166294117647
0.0	9.0	1.0	17.0	0.02780636666666667	0.05432778823529411
0.0	8.0	1.0	17.0	0.28122203749999997	0.28686333529411767
0.0	8.0	0.0	17.0	0.318980825	0.3787272470588235
0.0	8.0	0.0	17.0	0.065177775	0.07013765882352943
0.0	8.0	0.0	17.0	0.20661151249999998	0.43314591764705884
0.0	8.0	0.0	17.0	0.07102953749999999	0.0858716117647059
0.0	8.0	0.0	17.0	0.1946731625	0.1862136470588235
0.0	8.0	0.0	17.0	0.1288296625	0.05648308823529411
0.0	8.0	0.0	17.0	0.1514908375	0.08557248823529412
0.0	7.0	0.0	16.0	0.3319895	0.5488521875
0.0	7.0	0.0	16.0	0.08563727142857143	0.09446086875000001
0.0	7.0	0.0	16.0	0.07998757142857142	0.032643275
0.0	7.0	0.0	16.0	0.07431238571428571	0.041493787500000004
0.0	7.0	0.0	15.0	0.17258484285714285	0.15665815333333333
0.0	7.0	0.0	15.0	0.06352122857142857	0.07311590666666666
0.0	7.0	0.0	15.0	0.4493657142857143	0.31195538
0.0	7.0	0.0	15.0	0.46113062857142856	0.31977352
0.0	7.0	0.0	15.0	0.05553735714285714	0.033291966666666666
0.0	7.0	0.0	15.0	0.17362651428571432	0.09633424
0.0	7.0	0.0	15.0	0.08570767142857146	0.0881486733333333
0.0	7.0	0.0	15.0	0.08172751428571427	0.04884836
0.0	7.0	0.0	15.0	0.03997834285714286	0.07622576666666665
0.0	7.0	1.0	15.0	0.0416335	0.09959906666666667
0.0	7.0	1.0	15.0	0.05066584285714285	0.06537208
0.0	7.0	0.0	15.0	0.4503838428571429	0.2429708866666666
0.0	7.0	0.0	15.0	0.05352935714285715	0.06535320000000001
0.0	7.0	0.0	15.0	0.10695141428571431	0.21868858666666663
0.0	7.0	0.0	15.0	0.5097153714285715	0.32354589333333333
0.0	7.0	0.0	15.0	0.8660123000000001	0.6269702333333332
0.0	7.0	2.0	14.0	0.2548587571428572	0.37230636428571434
0.0	7.0	0.0	14.0	0.08883484285714285	0.10598862142857146
0.0	7.0	0.0	14.0	0.3820235	0.5125021642857143
0.0	7.0	0.0	14.0	0.2586325	0.5019914142857143
0.0	7.0	0.0	14.0	0.07035827142857141	0.12975523571428568
0.0	7.0	0.0	14.0	0.1258449857142857	0.03599590714285715
0.0	7.0	0.0	14.0	0.09305371428571428	0.07295810714285714
0.0	7.0	0.0	14.0	0.014630614285714286	0.026323114285714287
0.0	7.0	1.0	14.0	0.04628028571428571	0.10428410714285714
0.0	7.0	0.0	14.0	0.24484097142857145	0.13942519285714286
0.0	7.0	0.0	14.0	0.3348647142857143	0.49066325000000005
0.0	7.0	1.0	14.0	0.02247078571428571	0.04860414285714285
0.0	7.0	1.0	14.0	0.07831767142857145	0.08480911428571428
0.0	7.0	0.0	15.0	0.07815791428571428	0.05616628666666667
0.0	7.0	1.0	15.0	0.043902828571428576	0.09008593333333333
0.0	7.0	1.0	15.0	0.10910898571428572	0.08246789333333335
0.0	7.0	2.0	15.0	0.09117685714285714	0.24928644000000003
0.0	7.0	0.0	15.0	0.1893835	0.3241472266666667
0.0	7.0	0.0	15.0	0.7125187857142858	0.8859092733333332
0.0	7.0	0.0	15.0	0.12949829999999998	0.15739512666666666
0.0	7.0	0.0	15.0	0.22066572857142858	0.16319405333333334
0.0	7.0	0.0	15.0	0.13470885714285716	0.15896316000000002
0.0	7.0	0.0	15.0	0.12804161428571428	0.11888806000000002
0.0	7.0	0.0	14.0	1.3235472571428573	1.2858183785714288
0.0	7.0	0.0	14.0	0.09306524285714286	0.07026283571428572
0.0	7.0	0.0	14.0	0.04660662857142857	0.05042035714285715
0.0	7.0	0.0	14.0	0.11961875714285715	0.3047105071428571
0.0	7.0	0.0	14.0	0.2421061	0.15395852857142858
0.0	7.0	0.0	14.0	0.03675622857142858	0.045799928571428575
0.0	7.0	0.0	14.0	0.2337223142857143	0.13637412857142858
0.0	7.0	0.0	14.0	0.06998482857142858	0.12744692142857145
0.0	6.0	0.0	14.0	0.12445221666666668	0.10660626428571428
0.0	6.0	0.0	14.0	0.06738063333333333	0.0612696142857143
0.0	6.0	0.0	14.0	0.07659556666666667	0.03957952142857143
0.0	6.0	0.0	14.0	0.3189996666666666	0.24809031428571426
0.0	6.0	0.0	15.0	0.1001587	0.09569575333333334
0.0	6.0	0.0	15.0	0.06419766666666665	0.08141247333333332
0.0	6.0	0.0	15.0	0.22216571666666665	0.19468122000000002
0.0	6.0	0.0	15.0	0.10660988333333334	0.11160138000000001
0.0	6.0	0.0	15.0	0.17404865	0.14641949333333334
0.0	6.0	0.0	15.0	0.12521661666666667	0.06234465333333334
0.0	6.0	0.0	15.0	0.21179103333333335	0.16684216666666668
0.0	6.0	0.0	15.0	0.5854322833333333	0.33619515333333333
0.0	6.0	0.0	15.0	0.7227713333333333	1.18302146
0.0	6.0	0.0	15.0	0.1096804	0.1810344733333333
0.0	6.0	0.0	15.0	0.047799266666666666	0.0726962
0.0	6.0	0.0	13.0	0.38107949999999996	0.4150943538461539
0.0	7.0	0.0	13.0	0.08356711428571428	0.11866421538461537
0.0	7.0	0.0	13.0	0.13594014285714287	0.12027206923076925
0.0	7.0	0.0	13.0	0.07778154285714285	0.05817270769230769
0.0	7.0	0.0	13.0	0.10788522857142857	0.15619537692307692
0.0	7.0	0.0	13.0	0.07227271428571429	0.08907413076923078
0.0	7.0	0.0	13.0	0.06995552857142857	0.05389683846153846
0.0	7.0	0.0	13.0	0.09382441428571428	0.10015823076923079
0.0	7.0	0.0	13.0	0.4392370285714286	0.26502018461538457
0.0	7.0	0.0	14.0	0.13650967142857143	0.12427055
0.0	7.0	0.0	14.0	0.13798671428571427	0.11479654285714287
0.0	7.0	0.0	14.0	0.09046034285714287	0.06395573571428571
0.0	7.0	0.0	14.0	0.0957086857142857	0.15426555714285714
0.0	7.0	0.0	14.0	0.056838285714285716	0.056742028571428564
0.0	7.0	0.0	14.0	0.0961724	0.05990886428571428
0.0	7.0	0.0	15.0	0.05842404285714286	0.10650420000000001
0.0	8.0	1.0	15.0	0.4279182375	0.4926040466666667
0.0	8.0	1.0	15.0	0.51650235	0.69520986
0.0	8.0	0.0	15.0	0.1949090625	0.25845954
0.0	8.0	0.0	15.0	0.2022561	0.25223651333333336
0.0	8.0	0.0	15.0	0.1468796625	0.2892220866666666
0.0	8.0	0.0	15.0	0.091090975	0.05614934666666667
0.0	8.0	0.0	15.0	0.11122293750000001	0.08569241333333331
0.0	8.0	0.0	14.0	0.2456097125	0.2962903928571428
0.0	8.0	0.0	14.0	0.0657548625	0.09237102142857143
0.0	8.0	0.0	14.0	0.0274062125	0.055112164285714284
0.0	8.0	0.0	14.0	0.44278441249999995	0.7043309214285715
0.0	8.0	0.0	14.0	0.11048596249999999	0.15545214285714287
0.0	8.0	0.0	14.0	0.1124852875	0.0916263142857143
0.0	8.0	0.0	14.0	0.09150933750000001	0.07694103571428572
0.0	8.0	0.0	14.0	0.0734475125	0.07195872857142858
0.0	8.0	0.0	14.0	0.06538883749999999	0.07805713571428571
0.0	8.0	0.0	15.0	1.1047586125	0.8280258333333335
0.0	8.0	0.0	15.0	0.056877487500000004	0.08423385333333333
0.0	8.0	0.0	15.0	0.04223736249999999	0.039130446666666666
0.0	8.0	0.0	15.0	0.134465375	0.0878286066666667
0.0	8.0	0.0	15.0	0.05048245	0.05727582666666666
0.0	8.0	0.0	15.0	0.057264274999999996	0.04835702666666667
0.0	8.0	0.0	15.0	0.039748074999999994	0.06488674666666668
0.0	8.0	1.0	16.0	0.075404675	0.06749972500000001
0.0	8.0	1.0	16.0	0.11643945	0.23980215624999998
0.0	8.0	0.0	16.0	0.1004947375	0.059797718750000006
0.0	8.0	0.0	16.0	0.07586129999999999	0.04240040625
0.0	8.0	1.0	16.0	0.2593857875	0.13366946875000002
0.0	8.0	1.0	18.0	0.5015462125000001	0.7298038611111111
0.0	8.0	1.0	18.0	0.05722833750000001	0.04743946111111111
0.0	8.0	1.0	17.0	0.256803175	0.3233021647058823
0.0	8.0	0.0	17.0	0.022161162500000005	0.039893741176470585
0.0	8.0	0.0	17.0	0.3787919	0.22608399411764707
0.0	8.0	1.0	17.0	0.09042483750000001	0.11448261176470588
0.0	8.0	0.0	17.0	0.09393925	0.08041696470588235
0.0	8.0	0.0	17.0	0.0359424	0.045106223529411765
0.0	8.0	1.0	17.0	0.1555065	0.15521081176470589
0.0	8.0	0.0	17.0	0.0640319125	0.10579816470588237
0.0	8.0	0.0	17.0	0.6809321374999999	0.9586293529411765
0.0	8.0	0.0	17.0	0.9850384625	1.3701225647058823
0.0	8.0	0.0	17.0	0.0955122875	0.0941576
0.0	9.0	0.0	17.0	0.8015518111111111	0.7840756176470588
0.0	9.0	0.0	16.0	0.26922321111111114	0.1798820875
0.0	9.0	0.0	16.0	0.48302084444444443	0.8197751499999999
0.0	9.0	0.0	16.0	0.08045833333333333	0.07823536249999999
0.0	9.0	0.0	16.0	0.10494194444444443	0.05043519375
0.0	9.0	0.0	16.0	0.0799501	0.07863491875
0.0	9.0	0.0	16.0	0.05134706666666667	0.04982574375
0.0	9.0	0.0	16.0	0.0868094888888889	0.07399091875
0.0	9.0	0.0	16.0	0.09707865555555556	0.088551025
0.0	8.0	0.0	16.0	0.1638957625	0.1498997625
0.0	8.0	0.0	16.0	0.0477578875	0.0531601625
0.0	7.0	0.0	16.0	0.07415171428571428	0.13935895
0.0	7.0	0.0	16.0	0.2007420857142857	0.15485891875
0.0	7.0	0.0	16.0	0.033260114285714286	0.0789027125
0.0	7.0	0.0	16.0	0.14337031428571428	0.14273868125
0.0	7.0	0.0	16.0	0.09697851428571427	0.07902351875
0.0	7.0	0.0	16.0	0.038849185714285715	0.024428568749999997
0.0	7.0	0.0	15.0	0.23341467142857142	0.16909055333333328
0.0	7.0	0.0	15.0	0.14168627142857143	0.05529703333333334
0.0	7.0	0.0	15.0	0.18135145714285714	0.19749217333333333
0.0	7.0	0.0	15.0	0.12447774285714287	0.2108526666666667
0.0	7.0	0.0	15.0	0.2994618142857143	0.33224087333333335
0.0	7.0	0.0	15.0	0.06975462857142857	0.06111965333333334
0.0	7.0	0.0	15.0	0.07635525714285715	0.08448541999999999
0.0	7.0	0.0	15.0	0.3374922571428572	0.24170185333333333
0.0	7.0	0.0	15.0	0.029638442857142854	0.04614395333333333
0.0	7.0	0.0	15.0	0.1847758	0.18325264000000002
0.0	7.0	0.0	15.0	0.0999268	0.10949586666666668
0.0	7.0	0.0	15.0	0.058021828571428576	0.05686718666666667
0.0	6.0	0.0	15.0	0.16824403333333335	0.30123797999999996
0.0	6.0	0.0	15.0	2.536934083333333	2.0538738666666663
0.0	6.0	0.0	15.0	0.8354874666666667	0.1721513066666667
0.0	6.0	0.0	15.0	0.049790549999999996	0.13349999333333334
0.0	7.0	0.0	15.0	0.44165991428571433	0.33214944
0.0	7.0	0.0	15.0	1.0335807285714285	0.9407151133333335
0.0	7.0	0.0	15.0	0.43451087142857153	0.7913783466666666
0.0	7.0	0.0	15.0	0.5876509142857144	0.7089920533333333
0.0	7.0	0.0	15.0	0.15397655714285713	0.15344223333333332
0.0	7.0	0.0	15.0	0.13682597142857142	0.06382366666666665
0.0	7.0	0.0	15.0	0.26134467142857143	0.28251109333333335
0.0	7.0	0.0	15.0	0.13178334285714285	0.046147573333333324
0.0	7.0	0.0	15.0	0.045805428571428566	0.11245685333333334
0.0	7.0	0.0	15.0	0.07027052857142858	0.057380940000000005
0.0	7.0	0.0	15.0	0.059090028571428574	0.09213365333333336
0.0	8.0	0.0	15.0	0.25553234999999996	0.12889629333333336
0.0	8.0	0.0	15.0	0.050693962499999995	0.05840653999999999
0.0	8.0	0.0	14.0	0.04964927499999999	0.08678845714285713
0.0	8.0	0.0	14.0	0.34636140000000004	0.1679039142857143
0.0	8.0	0.0	14.0	0.044943262500000004	0.04681707857142857
0.0	8.0	0.0	14.0	1.027283375	0.6619786571428571
0.0	8.0	0.0	14.0	0.072400975	0.06521763571428571
0.0	8.0	0.0	13.0	0.049334925	0.0263602
0.0	8.0	0.0	13.0	0.1112773125	0.13551003846153847
0.0	8.0	0.0	13.0	0.028692475000000002	0.04654748461538461
0.0	8.0	0.0	13.0	0.07362645000000001	0.02994726923076923
0.0	8.0	0.0	13.0	0.26755443749999996	0.2555484769230769
0.0	8.0	1.0	12.0	1.1333701125	0.4290151416666667
0.0	8.0	1.0	12.0	0.1783273125	0.2902392416666667
0.0	8.0	2.0	13.0	0.0692812625	1.6309307846153844
0.0	8.0	2.0	13.0	0.0712515	0.05051123076923078
0.0	8.0	3.0	13.0	0.32226448750000003	0.4487869076923077
0.0	8.0	0.0	13.0	0.10418140000000001	0.050020023076923076
0.0	8.0	0.0	13.0	0.035675725	0.02453820769230769
0.0	8.0	2.0	13.0	0.0442966625	0.08123047692307693
0.0	8.0	2.0	13.0	0.058035437499999995	0.05225589230769231
0.0	8.0	1.0	15.0	0.330238325	0.46308067999999997
0.0	8.0	2.0	15.0	1.2063961875000002	0.9292752400000001
0.0	8.0	0.0	15.0	0.7016784375	0.6756821466666666
0.0	6.0	0.0	17.0	4.519616566666667	3.8212581235294123
0.0	6.0	0.0	17.0	0.10471416666666666	0.0668236588235294
0.0	6.0	0.0	17.0	0.10252406666666669	0.08553413529411766
0.0	6.0	0.0	17.0	0.4982022666666667	0.1739842
0.0	6.0	1.0	17.0	0.26426001666666665	0.3622372882352941
0.0	6.0	1.0	17.0	0.08056005000000001	0.15321283529411764
0.0	6.0	0.0	17.0	0.14047783333333333	0.1575101882352941
0.0	6.0	0.0	17.0	0.03290216666666667	0.09537781764705881
0.0	6.0	0.0	17.0	0.0858473	0.08933605882352941
0.0	6.0	0.0	17.0	0.050064066666666664	0.11088171176470588
0.0	6.0	1.0	17.0	0.10386536666666667	0.09254210588235294
0.0	6.0	1.0	17.0	0.5738282666666666	1.7206378588235294
0.0	6.0	0.0	17.0	0.12059635	0.15364666470588234
0.0	6.0	0.0	17.0	0.08381036666666665	0.09000185882352942
0.0	6.0	0.0	17.0	0.26416898333333333	0.3952032588235294
0.0	6.0	0.0	17.0	0.05201003333333334	0.08905499411764706
0.0	6.0	0.0	17.0	0.3111144666666667	0.38930799411764705
0.0	6.0	0.0	17.0	0.08543725	0.0958438294117647
0.0	6.0	0.0	17.0	0.0454618	0.09506134705882353
0.0	6.0	2.0	17.0	0.13258711666666667	0.18619339411764704
0.0	6.0	2.0	17.0	0.20034436666666666	0.26305483529411766
0.0	6.0	1.0	17.0	0.1068574	0.11304292352941177
0.0	6.0	0.0	17.0	0.09919933333333332	0.06775641176470588
0.0	6.0	0.0	16.0	0.12963315	0.136048275
0.0	6.0	0.0	16.0	0.04997943333333333	0.05184030625
0.0	6.0	0.0	16.0	0.051687149999999994	0.1033787625
0.0	6.0	0.0	15.0	0.7351622	0.5400857733333333
0.0	6.0	0.0	15.0	0.24945209999999998	0.17432270666666666
0.0	6.0	0.0	15.0	0.11050685	0.08788581333333334
0.0	6.0	1.0	16.0	0.83041135	1.6664955875
0.0	6.0	1.0	16.0	0.23969826666666663	0.17716951874999998
0.0	6.0	0.0	16.0	0.11202215	0.23684873125
0.0	6.0	0.0	16.0	0.09345074999999999	0.08395430000000001
0.0	6.0	1.0	16.0	0.04231491666666667	0.21107054375
0.0	6.0	0.0	16.0	0.05673718333333333	0.0805778375
0.0	6.0	1.0	16.0	0.07401003333333334	0.13123259375000002
0.0	6.0	1.0	16.0	0.037853283333333335	0.11011734375
0.0	6.0	0.0	16.0	0.045517350000000005	0.07356840625
0.0	6.0	1.0	16.0	0.13590706666666666	0.09689591875
0.0	6.0	1.0	16.0	0.6458545000000001	0.58595405
0.0	6.0	0.0	16.0	0.19779286666666665	0.19204094374999997
0.0	6.0	0.0	16.0	0.048582883333333333	0.051315887500000004
0.0	6.0	0.0	16.0	0.11097286666666666	0.12248186875000001
0.0	7.0	0.0	16.0	0.5476650000000001	1.03448731875
0.0	7.0	0.0	16.0	0.14314874285714288	0.15516418125
0.0	7.0	0.0	16.0	0.23672931428571428	0.565182475
0.0	7.0	0.0	15.0	0.09489235714285714	0.14402741333333335
0.0	7.0	0.0	15.0	0.2549495857142857	0.39070554
0.0	7.0	0.0	15.0	0.31685765714285713	0.23349748666666664
0.0	7.0	0.0	15.0	0.025413885714285715	0.05442600666666668
0.0	7.0	0.0	15.0	0.16396364285714288	0.1593327266666667
0.0	7.0	0.0	15.0	0.2666800285714286	0.4161168466666666
0.0	7.0	0.0	15.0	0.022841828571428573	0.044771653333333335
0.0	7.0	0.0	14.0	0.07338041428571429	0.0530556
0.0	7.0	0.0	14.0	0.07194917142857142	0.07544880714285715
0.0	8.0	0.0	14.0	0.134642975	0.17623979285714284
0.0	8.0	0.0	15.0	0.171767325	0.11808645999999999
0.0	8.0	0.0	15.0	0.0798345625	0.12510150666666667
0.0	8.0	0.0	15.0	0.1723890625	0.1797060733333333
0.0	8.0	0.0	15.0	0.0623560375	0.04764632666666667
0.0	8.0	0.0	15.0	0.16639920000000002	0.10343622666666666
0.0	8.0	0.0	15.0	0.4778002375	0.28161430000000004
0.0	8.0	0.0	15.0	0.18434131250000002	0.08678775333333334
0.0	8.0	0.0	15.0	0.5351139625	0.45031037333333324
0.0	8.0	0.0	15.0	0.1475423125	0.05559018666666667
0.0	8.0	0.0	15.0	0.2992028625	0.36812762
0.0	8.0	1.0	15.0	0.122991725	0.16667549333333334
0.0	8.0	1.0	15.0	0.1164867125	0.11181597999999998
0.0	8.0	1.0	16.0	0.1391591375	0.10167689375
0.0	7.0	1.0	16.0	0.062266757142857135	0.0407527875
0.0	7.0	0.0	16.0	0.05193087142857143	0.0481875
0.0	7.0	1.0	16.0	0.09167994285714286	0.0841046625
0.0	7.0	0.0	16.0	0.04640402857142857	0.06255866875
0.0	7.0	0.0	16.0	0.11541265714285717	0.10508185
0.0	7.0	0.0	16.0	0.04572771428571428	0.042751025
0.0	7.0	0.0	16.0	0.14090121428571428	0.10438891249999999
0.0	7.0	0.0	16.0	0.6743016	0.8562911625
0.0	7.0	0.0	16.0	0.3732469857142857	0.198993875
0.0	7.0	0.0	16.0	0.15179742857142856	0.0919674875
0.0	7.0	0.0	16.0	0.052079328571428565	0.06471384999999999
0.0	7.0	0.0	18.0	0.3443780142857143	0.28594644444444445
0.0	7.0	0.0	18.0	0.3128490571428571	0.2249977777777778
0.0	7.0	0.0	18.0	0.05254814285714287	0.15751900555555554
0.0	7.0	0.0	18.0	0.035501500000000005	0.05097238333333334
0.0	7.0	0.0	18.0	0.10588112857142858	0.08397683888888889
0.0	7.0	0.0	18.0	0.0338405	0.05414332777777778
0.0	6.0	1.0	18.0	0.10605935	0.13061821111111108
0.0	6.0	0.0	18.0	0.07557296666666667	0.06251819444444445
0.0	6.0	0.0	18.0	0.051436100000000005	0.07648361111111111
0.0	6.0	0.0	17.0	0.10091729999999999	0.07442627647058823
0.0	6.0	0.0	17.0	0.10272488333333335	0.15168746470588235
0.0	6.0	0.0	17.0	0.10185896666666666	0.07306690588235293
0.0	6.0	0.0	17.0	0.052432599999999996	0.0648606411764706
0.0	6.0	0.0	17.0	0.37284620000000007	0.35483549999999997
0.0	6.0	0.0	17.0	0.42288046666666673	0.3851389705882353
0.0	6.0	0.0	17.0	0.18478898333333335	0.3126960999999999
0.0	6.0	0.0	17.0	0.11047770000000001	0.14657317647058823
0.0	6.0	0.0	17.0	0.28026558333333335	0.2074838705882353
0.0	6.0	0.0	16.0	0.14148271666666667	0.11063348125
0.0	6.0	0.0	16.0	0.3957281833333333	0.2437113875
0.0	6.0	0.0	16.0	0.34563764999999996	0.1632695125
0.0	6.0	0.0	16.0	0.09985791666666666	0.06964776875
0.0	6.0	0.0	16.0	0.17848280000000002	0.11728416250000001
