target_id	length	eff_length	est_counts	tpm
T22C8.7a.1	1690	1667	0	0
F08F8.11.1	352	329	0	0
F41F3.9.1	247	224	0	0
T15B7.11a.1	1042	1019	0	0
T20D4.3b.1	2044	2021	0	0
T24A6.9a.1	1225	1202	2	0.888035
D2021.1a.1	3421	3398	71	11.1517
F10D2.8b.1	1465	1442	0	0
F40F4.6b.1	6634	6611	934.6	75.4506
R03G8.5a.1	1024	1001	0	0
F27E11.2.1	1708	1685	2	0.633482
F17A2.1a.1	1348	1325	0	0
F52D1.3b.1	2455	2432	0	0
D1065.1a.1	1711	1688	0	0
F27B10.1b.1	286	263	1	2.02931
F45C12.17.1	655	632	0	0
R06B9.2b.1	541	518	0	0
F18A12.4a.1	2041	2018	0	0
F45E12.2a.1	2221	2198	16	3.88505
T27C4.2a.1	2710	2687	3	0.595879
R06F6.14.1	253	230	19	44.089
F22B8.5a.1	964	941	1	0.567172
C33D12.2a.1	2374	2351	6	1.36208
F39E9.27.1	733	710	0	0
F47F6.9a.1	1489	1466	0	0
T24A6.1a.1	256	233	0	0
F54F7.14.1	400	377	2	2.83135
K07C5.13b.1	238	215	0	0
F13E6.3a.1	487	464	2	2.30047
F52D1.2c.1	604	581	3	2.75581
T21B10.5a.1	814	791	34	22.9407
Y39A1A.11a.1	715	692	143	110.29
F13A2.5a.1	469	446	0	0
K09D9.14.1	841	818	0	0
ZC132.11.1	895	872	0	0
E01G4.1b.1	1873	1850	294	84.8164
Y37B11A.1a.1	2302	2279	1	0.234185
F32D1.9b.1	1537	1514	97	34.194
F59B1.1b.1	1036	1013	0	0
H43I07.4.1	142	119	0	0
Y39H10A.2b.1	2209	2186	1	0.244149
T01H10.11.1	259	236	0	0
T27C10.9.1	364	341	0	0
T16A1.10.1	151	128	0	0
T16G12.12.1	436	413	0	0
T17A3.13.1	559	536	7	6.97008
Y56A3A.41.1	550	527	0	0
Y75B8A.6a.1	1324	1301	6	2.46138
Y45G5AL.2b.1	1177	1154	0	0
D2063.4a.1	613	590	1	0.904591
H10D18.5b.1	1162	1139	3	1.40573
H43I07.1a.1	808	785	24	16.3172
Y47D7A.19.1	214	191	0	0
M04F3.5a.1	1948	1925	53	14.6943
F36H5.17.1	178	155	0	0
ZK938.11.1	370	347	0	0
T28D9.16.1	808	785	0	0
K04G11.5c.1	1135	1112	2	0.959908
F15A8.6b.1	1738	1715	21	6.53521
Y72A10A.1c.1	709	686	4	3.112
M02A10.2e.1	1474	1451	0	0
Y56A3A.31b.1	1255	1232	42	18.1946
K05F1.13.1	559	536	0	0
F10E7.8b.1	2917	2894	147	27.1096
F27D9.13.1	1033	1010	0	0
F26A1.19.1	238	215	1	2.48237
F26G1.15.1	268	245	0	0
Y41C4A.32.1	856	833	18	11.5327
F23H12.10.1	178	155	1	3.44328
D2085.5k.1	5233	5210	65	6.65855
T05A7.12.1	763	740	0	0
T05A7.13.1	1090	1067	0	0
Y82E9BR.23b.1	778	755	3	2.1207
T04A8.4b.1	703	680	11	8.63352
Y48A6B.13f.1	2878	2855	394	73.6537
T22B11.4c.1	2659	2636	25	5.06173
F10D2.16.1	859	836	0	0
F17C11.17.1	856	833	5	3.20353
W02H5.2.1	1843	1820	22	6.45142
F19G12.9b.1	121	98	0	0
Y55F3BR.6b.1	742	719	75	55.672
ZK1151.1l.1	15160	15137	100	3.52586
F36H2.3h.1	5332	5309	22	2.21164
W10G11.16b.1	3121	3098	6	1.03365
F43B10.1d.1	3958	3935	0	0
T14B4.19.1	400	377	1	1.41567
ZC410.7.1	733	710	3	2.25511
ZC581.9c.1	2485	2462	1	0.216779
T04C12.33.1	538	515	0	0
T28F4.4b.1	2770	2747	16	3.10861
H05L14.2a.1	4855	4832	132	14.5798
T28F4.8.1	172	149	0	0
Y110A2AR.2f.1	1636	1613	148	48.9702
F42G2.2c.1	1924	1901	15	4.21127
F43E2.3b.1	2128	2105	1	0.253543
Y111B2A.8f.1	2386	2363	204	46.0756
H05L14.3.1	1618	1595	0	0
W03A5.6b.1	1819	1796	47	13.9668
F22F4.9.1	226	203	0	0
T10E9.14a.1	529	506	24	25.3142
ZK105.14.1	664	641	0	0
ZK1010.12.1	373	350	0	0
F10D7.4b.1	550	527	0	0
ZK1193.2a.1	6373	6350	191	16.0533
D2089.8.1	394	371	14	20.14
F10D7.10.1	550	527	0	0
Y38E10A.33.1	109	86	0	0
Y39A1A.8b.1	712	689	14	10.8446
T21F4.1.1	964	941	120	68.0606
K05F1.6c.1	2557	2534	11	2.31681
K09F6.15.1	1279	1256	0	0
F53G12.18.1	202	179	0	0
F11G11.15.1	238	215	0	0
T05B9.2b.1	724	701	0	0
F56D2.3a.1	844	821	1	0.650072
M01H9.10.1	304	281	0	0
T01A4.9.1	256	233	0	0
F53F10.4b.1	652	629	328	278.309
F28B12.1b.1	505	482	1	1.10728
F54D5.24.1	394	371	0	0
K12B6.2b.1	2299	2276	0	0
F11A6.16.1	100	77	1	6.93128
ZK938.12.1	148	125	0	0
Y54E10A.17b.1	577	554	54	52.0222
M03F8.6a.1	667	644	3	2.48622
F36D4.4d.1	1552	1529	2	0.698115
F55C12.19.1	352	329	6	9.73329
E02C12.19.1	538	515	0	0
F10C1.23.1	118	95	0	0
F09G2.1a.1	2965	2942	16	2.90256
T05C12.11b.1	862	839	1	0.636125
F19F10.14.1	292	269	0	0
T19H12.15.1	265	242	0	0
R02F2.10.1	382	359	0	0
EGAP1.5b.1	307	284	0	0
R03H10.11.1	454	431	3	3.71491
Y46C8AL.9.1	1210	1187	0	0
W07A12.4b.1	1567	1544	0	0
K11C4.5e.1	15589	15566	23	0.788597
R02F11.12.1	637	614	0	0
T28C12.15.1	280	257	1	2.07669
K01G12.22.1	304	281	0	0
K05F1.14.1	541	518	2	2.06065
F11D11.22.1	430	407	0	0
F44E7.7a.1	1348	1325	0	0
E02A10.3d.1	832	809	3	1.97914
F21C10.19.1	322	299	0	0
K04A8.21.1	313	290	8	14.723
W09G10.9.1	58	35	0	0
ZC190.5b.1	925	902	0	0
Y60C6A.3.1	271	248	0	0
ZC262.13.1	241	218	2	4.89641
Y71F9AR.10.1	244	221	0	0
D1007.15a.1	3493	3470	2	0.307613
F13G3.15.1	31	8.69224	0	0
F33D11.17.1	16	2.72013	0	0
F47G4.14.1	34	11.2226	0	0
F45H11.8.1	226	203	26	68.3568
F27D4.12.1	43	20.001	8	213.473
T24D1.7.1	52	29	0	0
Y44E3A.7.1	22	4.0009	0	0
Y71G12A.5.1	10	2.07315	0	0
Y47D9A.7.1	85	62	1	8.60821
F45H11.11.1	154	131	3	12.2223
T06D10.8.1	178	155	0	0
Y95D11A.5.1	637	614	0	0
W02D3.13a.1	46	23.0001	0	0
ZC328.8b.1	31	8.69224	0	0
Y92H12BL.6.1	43	20.001	0	0
F44E5.17.1	28	6.63024	0	0
F28A10.13.1	166	143	1	3.73223
M176.16.1	13	2.34621	0	0
F52H3.11.1	19	3.2462	0	0
F59A6.13.1	13	2.34621	0	0
T14B4.20.1	19	3.2462	0	0
Y110A2AM.3a.1	697	674	36	28.5067
T05A8.11.1	34	11.2226	0	0
Y46G5A.47.1	10	2.07315	0	0
Y39G8B.13.1	13	2.34621	0	0
K08F8.15.1	10	2.07315	0	0
Y46B2A.4.1	352	329	0	0
T09F3.7.1	133	110	8	38.8152
H38K22.9.1	58	35	1	15.2488
F54D8.10.1	184	161	4	13.2598
R10E9.4.1	22	4.0009	0	0
Y55B1BL.2.1	61	38	0	0
Y54F10AM.15.1	10	2.07315	0	0
Y71H2AL.4.1	16	2.72013	0	0
Y75B8A.63.1	19	3.2462	0	0
Y37D8A.29.1	22	4.0009	0	0
Y62E10A.2.1	217	194	27	74.2791
R12B2.13.1	73	50	4	42.6967
T28F3.11.1	13	2.34621	0	0
F48F5.8.1	28	6.63024	0	0
Y71H2AL.2.1	244	221	2	4.82994
Y50D4C.12.1	22	4.0009	0	0
T04H1.13.1	10	2.07315	0	0
K01D12.20.1	28	6.63024	0	0
T06E8.8.1	22	4.0009	0	0
ZK856.19.1	31	8.69224	0	0
Y32F6B.9.1	40	17.0085	0	0
F52E1.9b.1	526	503	10	10.6105
ZK617.26.1	19	3.2462	0	0
F55C5.17.1	19	3.2462	0	0
K11D12.14.1	31	8.69224	0	0
F01E11.20.1	10	2.07315	0	0
F20B6.10a.1	52	29	3	55.2113
F52G3.7.1	10	2.07315	0	0
F55A4.13.1	10	2.07315	0	0
F08C6.18.1	19	3.2462	0	0
F08B12.11.1	10	2.07315	0	0
H40L08.8.1	13	2.34621	0	0
T04C10.11.1	142	119	3	13.4548
M02E1.4.1	334	311	4	6.86442
T19D2.13b.1	40	17.0085	0	0
T22B7.22.1	37	14.0517	0	0
Y34B4A.8c.1	2110	2087	35	8.95055
H03A11.13.1	13	2.34621	0	0
ZK377.15.1	10	2.07315	0	0
T23F2.13.1	265	242	0	0
T03G6.7.1	10	2.07315	0	0
Y48E1B.17.1	406	383	7	9.75447
F53G2.12a.1	253	230	61	141.549
Y55F3C.17.1	9937	9914	0	0
Y71H2AM.29.1	253	230	0	0
T12C9.3a.1	4540	4517	0	0
D1014.13.1	244	221	0	0
Y41D4B.6b.1	1243	1220	0	0
ZK994.6b.1	454	431	0	0
F56B6.5d.1	1291	1268	4	1.68362
F07E5.13.1	898	875	0	0
Y49F6A.12.1	133	110	0	0
R02E12.12.1	664	641	0	0
Y111B2A.19a.1	1519	1496	49	17.4811
F46H5.11.1	1078	1055	0	0
F58A6.10b.1	1033	1010	0	0
Y49F6B.20.1	442	419	0	0
R186.5b.1	1483	1460	0	0
Y49F6B.6b.1	223	200	0	0
Y49F6A.11.1	460	437	0	0
F38B7.17.1	94	71	0	0
M151.10.1	424	401	3	3.99283
E02H4.2a.1	1867	1844	6	1.73658
Y59A8A.8.1	88	65	0	0
M163.22.1	256	233	0	0
F57F10.1e.1	3112	3089	6	1.03666
Y49F6B.19.1	301	278	0	0
F43D2.7b.1	373	350	0	0
T02C5.5p.1	6496	6473	6	0.494709
F10D7.11.1	685	662	3	2.41862
F20D6.15.1	592	569	0	0
Y61B8B.3.1	124	101	0	0
ZK177.12.1	91	68	0	0
F53E4.1d.1	1279	1256	96	40.793
F22A3.3b.1	1624	1601	0	0
M163.21.1	214	191	0	0
Y55F3BR.10.1	373	350	0	0
Y55F3BR.11.1	358	335	7	11.1521
Y38F2AR.12a.1	3754	3731	43	6.15103
D1007.13b.1	724	701	0	0
D1007.19.1	280	257	0	0
Y10G11A.2b.1	370	347	5	7.69033
F13H10.9.1	562	539	2	1.98037
F07C6.6.1	283	260	0	0
F55B11.7a.1	934	911	0	0
T21D12.14.1	313	290	0	0
Y116A8C.49.1	280	257	0	0
Y48G1A.6a.1	1675	1652	36	11.6305
R01H2.7.1	628	605	8	7.05731
R01H2.8.1	355	332	0	0
F22B3.10a.1	883	860	0	0
H01G02.4.1	421	398	0	0
Y41E3.22a.1	325	302	1	1.76725
Y51H4A.32.1	220	197	5.1293	13.8962
T28C6.10.1	235	212	6	15.105
K07F5.17.1	397	374	1	1.42703
Y110A7A.21.1	487	464	20	23.0047
Y4C6A.2d.1	3007	2984	0	0
F13E9.14.1	649	626	3	2.55771
F13E9.15.1	313	290	11	20.2441
F13E9.16.1	166	143	0	0
K10D11.7a.1	436	413	0	0
Y47G6A.17.1	5191	5168	0	0
ZK686.6.1	901	878	0	0
H01M10.3.1	400	377	51	72.1993
Y41D4B.24.1	1207	1184	1	0.450768
Y41D4B.27.1	1078	1055	6	3.03531
Y73B6BL.47.1	499	476	0	0
T07A9.15.1	184	161	27	89.504
H29C22.1.1	418	395	46	62.1534
Y26D4A.17a.1	307	284	0	0
F54H12.8.1	1693	1670	0	0
K10C2.8.1	616	593	24	21.6004
F46G11.6.1	463	440	0	0
F59C12.4.1	130	107	0	0
C02F12.10a.1	439	416	0	0
F07G6.10.1	301	278	35	67.1935
F18E3.12.1	250	227	2	4.70228
F18E3.13.1	250	227	6	14.1068
ZK180.7.1	502	479	1	1.11421
ZK742.6.1	145	122	2	8.74932
W02B12.13a.1	769	746	1	0.715427
F46C3.6.1	136	113	0	0
F54F7.9.1	655	632	5	4.22238
F09A5.9.1	379	356	49	73.4599
Y49E10.29.1	1660	1637	19	6.19454
Y27F2A.10.1	745	722	0	0
Y27F2A.11.1	964	941	0	0
ZC250.5.1	595	572	0	0
ZC250.4.1	292	269	8	15.8724
R07C3.7.1	1204	1181	6	2.71148
R07C3.15.1	1231	1208	0	0
C52D10.12.1	2416	2393	22	4.90664
C42C1.15.1	919	896	126	75.0528
C42C1.5.1	1078	1055	62	31.3649
K09E10.1a.1	2059	2036	2.51386	0.658974
K09E10.2a.1	2068	2045	12.4861	3.25866
T06A10.3a.1	490	467	25	28.5711
T06A10.4a.1	724	701	174	132.475
K08E4.8.1	913	890	0	0
T14C1.3.1	1144	1121	2	0.952201
F23D12.10a.1	1639	1616	5	1.65133
cTel54X.1.1	1012	989	0	0
F38A1.11.1	880	857	0	0
F38A1.5.1	1381	1358	75	29.4758
F38A1.6.1	364	341	1	1.56513
F38A1.4.1	1447	1424	0	0
F38A1.7.1	1399	1376	1	0.38787
F38A1.15.1	940	917	2	1.16403
F38A1.9.1	469	446	0	0
F38A1.10.1	808	785	5	3.39942
F38A1.14.1	1375	1352	7	2.76328
F38A1.13.1	292	269	0	0
F38A1.1.1	1468	1445	3	1.10805
T08D2.1.1	484	461	0	0
T08D2.4.1	268	245	1	2.1784
T08D2.5.1	958	935	0	0
T08D2.6.1	190	167	0	0
T08D2.7.1	1390	1367	0	0
T08D2.8.1	1147	1124	0	0
ZC47.6.1	898	875	4	2.43981
ZC47.5.1	901	878	11	6.68656
ZC47.3.1	895	872	0	0
ZC47.4.1	898	875	1	0.609953
ZC47.14.1	889	866	4	2.46517
ZC47.13a.1	916	893	0	0
Y37F4.6.1	1534	1511	7	2.47251
Y43F8C.23.1	538	515	0	0
ZC449.6.1	1060	1037	0	0
ZC449.7.1	550	527	4	4.05092
R11D1.12a.1	205	182	0	0
F14D7.12.1	235	212	0	0
T10G3.8.1	607	584	0	0
D1086.17.1	661	638	1	0.836534
F11D11.14.1	835	812	0	0
F11D11.12.1	175	152	0	0
F28B1.9.1	1054	1031	0	0
T05E12.8.1	196	173	0	0
M01B2.12.1	916	893	0	0
W06G6.15.1	769	746	0	0
T03E6.9.1	997	974	0	0
Y34D9A.8b.1	517	494	13	14.045
M01D7.9.1	229	206	0	0
Y71F9AR.2.1	715	692	1	0.771255
Y71F9AR.4.1	328	305	11	19.2485
T21G5.6.1	253	230	0	0
R09B5.13.1	136	113	0	0
K12C11.5.1	430	407	0	0
K12C11.6.1	379	356	16	23.9869
K12C11.7a.1	481	458	10	11.653
T12E12.6.1	1906	1883	0	0
Y47G6A.33.1	319	296	50	90.1535
Y54G2A.12.1	805	782	15.0931	10.3009
Y54G2A.52.1	274	251	25	53.1582
Y71F9AM.8.1	235	212	1	2.51749
F26D11.6.1	481	458	6	6.99182
F26D11.13.1	793	770	1	0.693128
F26D11.12.1	367	344	2	3.10296
ZK813.7.1	364	341	620	970.38
F09F9.1.1	433	410	8	10.4138
F09F9.5.1	640	617	1	0.865006
T28A11.2.1	583	560	102	97.2112
Y37H9A.5.1	133	110	0	0
Y75B12B.13.1	202	179	0	0
Y39B6A.3b.1	376	353	23	34.7742
ZK675.3a.1	1198	1175	0	0
M110.5b.1	1459	1436	463	172.08
T07D4.5.1	409	386	42	58.0719
T11B7.3a.1	874	851	11	6.8987
F54D5.1a.1	1261	1238	19	8.19101
F32D8.7b.1	1123	1100	0	0
F37D6.2c.1	1735	1712	90	28.0571
F43G9.2a.1	610	587	13	11.8198
F30F8.5b.1	796	773	1	0.690438
D1086.18.1	526	503	1	1.06105
D1086.19.1	334	311	1	1.71611
F02E9.4b.1	4504	4481	247	29.4189
T02E1.5b.1	910	887	211	126.959
T05F1.1b.1	1672	1649	308	99.686
T26F2.3.1	931	908	43	25.2748
ZC334.12.1	94	71	0	0
K10H10.12.1	403	380	0	0
M04C9.1a.1	652	629	0	0
F11A5.5b.1	1081	1058	0	0
M01E5.3c.1	1663	1640	121	39.3773
Y22F5A.3b.1	685	662	17	13.7055
Y43F8B.15.1	973	950	0	0
Y54G11A.10a.1	610	587	4	3.63686
Y60A3A.19b.1	748	725	122	89.8103
Y95D11A.3.1	778	755	23	16.2587
Y37H2A.14.1	526	503	37	39.2589
Y37H2A.13.1	412	389	21	28.812
Y105E8A.23b.1	3451	3428	59	9.18577
Y59A8B.26a.1	757	734	0	0
T19H5.7.1	187	164	7	22.7803
F27E5.7.1	388	365	7	10.2355
ZK809.8b.1	175	152	39	136.938
F38B7.2b.1	667	644	15	12.4311
D1081.7.1	2548	2525	410	86.6616
F15B9.10a.1	1102	1079	57	28.1941
F17B5.8.1	364	341	1	1.56513
F30A10.14.1	283	260	54	110.847
F36A2.1d.1	1975	1952	55	15.0379
F02E9.10c.1	1348	1325	106	42.6967
F59A1.11b.1	946	923	0	0
R13H4.2a.1	658	635	73	61.3555
ZK228.4b.1	910	887	21	12.6357
F08A8.5.1	1189	1166	2	0.915452
F08A8.8.1	649	626	0	0
F49E2.2c.1	1711	1688	35	11.0662
T07A5.7.1	1243	1220	1	0.437466
F14F3.5.1	82	59	0	0
M153.5.1	682	659	0	0
F40F11.2.1	4804	4781	15	1.67447
F53F4.17.1	178	155	1	3.44328
Y34B4A.2.1	1000	977	12	6.55528
F56F4.1.1	412	389	0	0
F56F4.8.1	1003	980	15	8.16901
T23B12.8b.1	358	335	12	19.1179
F49D11.10.1	2164	2141	58	14.4582
F33H12.7.1	439	416	1	1.28295
K05F6.4.1	1153	1130	9	4.25078
K05F6.12.1	1000	977	4	2.18509
F56H1.7.1	469	446	81	96.9292
Y37D8A.9b.1	994	971	257	141.26
Y47D3A.17c.1	2509	2486	54	11.593
Y56A3A.7b.1	1693	1670	58	18.536
C42C1.13b.1	601	578	16	14.7739
F26G1.11.1	592	569	0	0
F28B12.6.1	433	410	0	0
T02C5.3b.1	1756	1733	104	32.0287
T07A5.6c.1	511	488	11	12.0303
T21C12.4b.1	676	653	1	0.817318
W02B12.15b.1	385	362	171	252.111
R11D1.13.1	268	245	0	0
D1081.10.1	820	797	0	0
K03A11.6.1	754	731	0	0
F14D7.14.1	322	299	0	0
F57B1.9a.1	1054	1031	6	3.10597
ZK662.6.1	574	551	0	0
T03F6.9.1	397	374	1	1.42703
ZK1037.13.1	856	833	0	0
F54F12.2a.1	763	740	3	2.16368
T05E12.9.1	907	884	0	0
F14H3.14.1	124	101	0	0
F10A3.17.1	748	725	54	39.7521
F11A5.17.1	574	551	0	0
Y94H6A.7.1	475	452	21	24.7962
Y94H6A.12a.1	343	320	7	11.6749
D1081.11.1	553	530	0	0
F32H2.12.1	742	719	0	0
ZK39.10.1	526	503	0	0
Y69H2.15.1	1351	1328	0	0
Y49F6B.9a.1	1249	1226	28	12.1891
F32A6.2.1	1897	1874	0	0
F56F4.2.1	439	416	0	0
F56F4.9.1	325	302	0	0
T19B10.12.1	157	134	0	0
T19C4.5a.1	1063	1040	6	3.07909
Y51A2B.9.1	289	266	0	0
Y94A7B.11.1	190	167	0	0
F20E11.17.1	196	173	3.51251	10.8362
F46B3.18.1	250	227	0	0
F49H6.15.1	232	209	0	0
T04C12.9.1	373	350	0	0
Y70C5A.3.1	2131	2108	0	0
Y34F4.1b.1	577	554	35	33.7181
ZK84.4.1	199	176	0	0
T25D10.2b.1	949	926	2	1.15272
T20B5.3b.1	2599	2576	64	13.2598
D2024.4b.1	913	890	0	0
R03G5.5a.1	574	551	12	11.6234
F41D9.2b.1	499	476	9	10.0911
F16F9.3.1	523	500	0	0
F28F9.3.1	256	233	9	20.6154
W02C12.2b.1	598	575	5	4.64095
ZK856.16.1	241	218	12	29.3785
W01A8.1c.1	1237	1214	963	423.362
F32D8.15.1	484	461	6	6.94632
