target_id	length	eff_length	est_counts	tpm
F40F4.6b.1	6634	6611	34	46.9291
R03G8.5a.1	1024	1001	0	0
F27E11.2.1	1708	1685	0	0
F17A2.1a.1	1348	1325	0	0
F52D1.3b.1	2455	2432	0	0
D1065.1a.1	1711	1688	0	0
F27B10.1b.1	286	263	0	0
F45C12.17.1	655	632	0	0
R06B9.2b.1	541	518	0	0
F18A12.4a.1	2041	2018	0	0
F45E12.2a.1	2221	2198	4	16.6059
T27C4.2a.1	2710	2687	0	0
R06F6.14.1	253	230	0	0
F22B8.5a.1	964	941	0	0
C33D12.2a.1	2374	2351	0	0
F39E9.27.1	733	710	0	0
F47F6.9a.1	1489	1466	0	0
T24A6.1a.1	256	233	0	0
F54F7.14.1	400	377	0	0
K07C5.13b.1	238	215	0	0
F13E6.3a.1	487	464	0	0
F52D1.2c.1	604	581	0	0
T21B10.5a.1	814	791	3	34.6079
Y39A1A.11a.1	715	692	0	0
F13A2.5a.1	469	446	0	0
K09D9.14.1	841	818	0	0
ZC132.11.1	895	872	0	0
E01G4.1b.1	1873	1850	15	73.9861
Y37B11A.1a.1	2302	2279	0	0
F32D1.9b.1	1537	1514	5	30.1353
F59B1.1b.1	1036	1013	0	0
H43I07.4.1	142	119	0	0
Y39H10A.2b.1	2209	2186	0	0
T01H10.11.1	259	236	0	0
T27C10.9.1	364	341	0	0
T16A1.10.1	151	128	0	0
T16G12.12.1	436	413	0	0
T17A3.13.1	559	536	0	0
Y56A3A.41.1	550	527	0	0
Y75B8A.6a.1	1324	1301	0	0
Y45G5AL.2b.1	1177	1154	0	0
D2063.4a.1	613	590	0	0
H10D18.5b.1	1162	1139	0	0
H43I07.1a.1	808	785	0	0
Y47D7A.19.1	214	191	0	0
M04F3.5a.1	1948	1925	2	9.48047
F36H5.17.1	178	155	0	0
ZK938.11.1	370	347	0	0
T28D9.16.1	808	785	0	0
K04G11.5c.1	1135	1112	0	0
F15A8.6b.1	1738	1715	0	0
Y72A10A.1c.1	709	686	0	0
M02A10.2e.1	1474	1451	0	0
Y56A3A.31b.1	1255	1232	2	14.8132
K05F1.13.1	559	536	0	0
F10E7.8b.1	2917	2894	5	15.7653
F27D9.13.1	1033	1010	0	0
F26A1.19.1	238	215	0	0
F26G1.15.1	268	245	0	0
Y41C4A.32.1	856	833	5	54.7717
F23H12.10.1	178	155	0	0
D2085.5k.1	5233	5210	3	5.25429
T05A7.12.1	763	740	0	0
T05A7.13.1	1090	1067	0	0
Y82E9BR.23b.1	778	755	0	0
T04A8.4b.1	703	680	0	0
Y48A6B.13f.1	2878	2855	20	63.9226
T22B11.4c.1	2659	2636	1	3.46167
F10D2.16.1	859	836	0	0
F17C11.17.1	856	833	2	21.9087
W02H5.2.1	1843	1820	0	0
F19G12.9b.1	121	98	0	0
Y55F3BR.6b.1	742	719	7	88.8382
ZK1151.1l.1	15160	15137	9	5.42542
F36H2.3h.1	5332	5309	0	0
W10G11.16b.1	3121	3098	1	2.94543
F43B10.1d.1	3958	3935	3	6.95677
T14B4.19.1	400	377	0	0
ZC410.7.1	733	710	0	0
ZC581.9c.1	2485	2462	1	3.70632
T04C12.33.1	538	515	0	0
T28F4.4b.1	2770	2747	0	0
H05L14.2a.1	4855	4832	7	13.2191
T28F4.8.1	172	149	1	61.2413
Y110A2AR.2f.1	1636	1613	12	67.8856
F42G2.2c.1	1924	1901	2	9.60016
F43E2.3b.1	2128	2105	0	0
Y111B2A.8f.1	2386	2363	13	50.2008
H05L14.3.1	1618	1595	0	0
W03A5.6b.1	1819	1796	6	30.4843
F22F4.9.1	226	203	0	0
T10E9.14a.1	529	506	1	18.0335
ZK105.14.1	664	641	0	0
ZK1010.12.1	373	350	0	0
F10D7.4b.1	550	527	0	0
ZK1193.2a.1	6373	6350	9	12.933
D2089.8.1	394	371	2	49.1911
F10D7.10.1	550	527	0	0
Y38E10A.33.1	109	86	0	0
Y39A1A.8b.1	712	689	1	13.2438
T21F4.1.1	964	941	6	58.1825
K05F1.6c.1	2557	2534	0	0
K09F6.15.1	1279	1256	0	0
F53G12.18.1	202	179	0	0
F11G11.15.1	238	215	0	0
T05B9.2b.1	724	701	0	0
F56D2.3a.1	844	821	0	0
M01H9.10.1	304	281	0	0
T01A4.9.1	256	233	0	0
F53F10.4b.1	652	629	32	464.227
F28B12.1b.1	505	482	0	0
F54D5.24.1	394	371	0	0
K12B6.2b.1	2299	2276	0	0
F11A6.16.1	100	77	0	0
ZK938.12.1	148	125	0	0
Y54E10A.17b.1	577	554	0	0
M03F8.6a.1	667	644	1	14.1692
F36D4.4d.1	1552	1529	0	0
F55C12.19.1	352	329	0	0
E02C12.19.1	538	515	0	0
F10C1.23.1	118	95	0	0
F09G2.1a.1	2965	2942	2	6.20323
T05C12.11b.1	862	839	0	0
F19F10.14.1	292	269	0	0
T19H12.15.1	265	242	0	0
R02F2.10.1	382	359	0	0
EGAP1.5b.1	307	284	0	0
R03H10.11.1	454	431	0	0
Y46C8AL.9.1	1210	1187	0	0
W07A12.4b.1	1567	1544	0	0
K11C4.5e.1	15589	15566	4	2.34484
R02F11.12.1	637	614	0	0
T28C12.15.1	280	257	0	0
K01G12.22.1	304	281	0	0
K05F1.14.1	541	518	0	0
F11D11.22.1	430	407	0	0
F44E7.7a.1	1348	1325	0	0
E02A10.3d.1	832	809	0	0
F21C10.19.1	322	299	0	0
K04A8.21.1	313	290	0	0
W09G10.9.1	58	35	0	0
ZC190.5b.1	925	902	0	0
Y60C6A.3.1	271	248	0	0
ZC262.13.1	241	218	0	0
Y71F9AR.10.1	244	221	0	0
D1007.15a.1	3493	3470	0	0
F13G3.15.1	31	8.69224	0	0
F33D11.17.1	16	2.72013	0	0
F47G4.14.1	34	11.2226	0	0
F45H11.8.1	226	203	0	0
F27D4.12.1	43	20.001	0	0
T24D1.7.1	52	29	0	0
Y44E3A.7.1	22	4.0009	0	0
Y71G12A.5.1	10	2.07315	0	0
Y47D9A.7.1	85	62	0	0
F45H11.11.1	154	131	1	69.6562
T06D10.8.1	178	155	0	0
Y95D11A.5.1	637	614	0	0
W02D3.13a.1	46	23.0001	1	396.736
ZC328.8b.1	31	8.69224	0	0
Y92H12BL.6.1	43	20.001	0	0
F44E5.17.1	28	6.63024	0	0
F28A10.13.1	166	143	0	0
M176.16.1	13	2.34621	0	0
F52H3.11.1	19	3.2462	0	0
F59A6.13.1	13	2.34621	0	0
T14B4.20.1	19	3.2462	0	0
Y110A2AM.3a.1	697	674	2	27.077
T05A8.11.1	34	11.2226	0	0
Y46G5A.47.1	10	2.07315	0	0
Y39G8B.13.1	13	2.34621	0	0
K08F8.15.1	10	2.07315	0	0
Y46B2A.4.1	352	329	0	0
T09F3.7.1	133	110	0	0
H38K22.9.1	58	35	0	0
F54D8.10.1	184	161	0	0
R10E9.4.1	22	4.0009	0	0
Y55B1BL.2.1	61	38	0	0
Y54F10AM.15.1	10	2.07315	0	0
Y71H2AL.4.1	16	2.72013	0	0
Y75B8A.63.1	19	3.2462	0	0
Y37D8A.29.1	22	4.0009	0	0
Y62E10A.2.1	217	194	0	0
R12B2.13.1	73	50	0	0
T28F3.11.1	13	2.34621	0	0
F48F5.8.1	28	6.63024	0	0
Y71H2AL.2.1	244	221	0	0
Y50D4C.12.1	22	4.0009	0	0
T04H1.13.1	10	2.07315	0	0
K01D12.20.1	28	6.63024	0	0
T06E8.8.1	22	4.0009	0	0
ZK856.19.1	31	8.69224	0	0
Y32F6B.9.1	40	17.0085	0	0
F52E1.9b.1	526	503	3	54.4232
ZK617.26.1	19	3.2462	0	0
F55C5.17.1	19	3.2462	0	0
K11D12.14.1	31	8.69224	0	0
F01E11.20.1	10	2.07315	0	0
F20B6.10a.1	52	29	0	0
F52G3.7.1	10	2.07315	0	0
F55A4.13.1	10	2.07315	0	0
F08C6.18.1	19	3.2462	0	0
F08B12.11.1	10	2.07315	0	0
H40L08.8.1	13	2.34621	0	0
T04C10.11.1	142	119	0	0
M02E1.4.1	334	311	0	0
T19D2.13b.1	40	17.0085	0	0
T22B7.22.1	37	14.0517	0	0
Y34B4A.8c.1	2110	2087	0	0
H03A11.13.1	13	2.34621	0	0
ZK377.15.1	10	2.07315	0	0
T23F2.13.1	265	242	0	0
T03G6.7.1	10	2.07315	0	0
Y48E1B.17.1	406	383	0	0
F53G2.12a.1	253	230	2	79.3475
Y55F3C.17.1	9937	9914	0	0
Y71H2AM.29.1	253	230	0	0
T12C9.3a.1	4540	4517	1	2.02014
D1014.13.1	244	221	0	0
Y41D4B.6b.1	1243	1220	1	7.47947
ZK994.6b.1	454	431	0	0
F56B6.5d.1	1291	1268	0	0
F07E5.13.1	898	875	0	0
Y49F6A.12.1	133	110	0	0
R02E12.12.1	664	641	0	0
Y111B2A.19a.1	1519	1496	4	24.3983
F46H5.11.1	1078	1055	0	0
F58A6.10b.1	1033	1010	0	0
Y49F6B.20.1	442	419	0	0
R186.5b.1	1483	1460	0	0
Y49F6B.6b.1	223	200	0	0
Y49F6A.11.1	460	437	0	0
F38B7.17.1	94	71	0	0
M151.10.1	424	401	0	0
E02H4.2a.1	1867	1844	0	0
Y59A8A.8.1	88	65	0	0
M163.22.1	256	233	0	0
F57F10.1e.1	3112	3089	0	0
Y49F6B.19.1	301	278	0	0
F43D2.7b.1	373	350	1	26.0713
T02C5.5p.1	6496	6473	0	0
F10D7.11.1	685	662	0	0
F20D6.15.1	592	569	0	0
Y61B8B.3.1	124	101	0	0
ZK177.12.1	91	68	0	0
F53E4.1d.1	1279	1256	5	36.3255
F22A3.3b.1	1624	1601	0	0
M163.21.1	214	191	0	0
Y55F3BR.10.1	373	350	0	0
Y55F3BR.11.1	358	335	0	0
Y38F2AR.12a.1	3754	3731	1	2.44571
D1007.13b.1	724	701	0	0
D1007.19.1	280	257	1	35.5057
Y10G11A.2b.1	370	347	0	0
F13H10.9.1	562	539	0	0
F07C6.6.1	283	260	0	0
F55B11.7a.1	934	911	0	0
T21D12.14.1	313	290	0	0
Y116A8C.49.1	280	257	0	0
Y48G1A.6a.1	1675	1652	0	0
R01H2.7.1	628	605	1	15.0826
R01H2.8.1	355	332	0	0
F22B3.10a.1	883	860	0	0
H01G02.4.1	421	398	0	0
Y41E3.22a.1	325	302	0	0
Y51H4A.32.1	220	197	0	0
T28C6.10.1	235	212	0	0
K07F5.17.1	397	374	0	0
Y110A7A.21.1	487	464	0	0
Y4C6A.2d.1	3007	2984	0	0
F13E9.14.1	649	626	0	0
F13E9.15.1	313	290	0	0
F13E9.16.1	166	143	0	0
K10D11.7a.1	436	413	0	0
Y47G6A.17.1	5191	5168	0	0
ZK686.6.1	901	878	0	0
H01M10.3.1	400	377	11	266.245
Y41D4B.24.1	1207	1184	0	0
Y41D4B.27.1	1078	1055	0	0
Y73B6BL.47.1	499	476	0	0
T07A9.15.1	184	161	0	0
H29C22.1.1	418	395	4	92.4046
Y26D4A.17a.1	307	284	0	0
F54H12.8.1	1693	1670	0	0
K10C2.8.1	616	593	0	0
F46G11.6.1	463	440	0	0
F59C12.4.1	130	107	0	0
C02F12.10a.1	439	416	0	0
F07G6.10.1	301	278	0	0
F18E3.12.1	250	227	0	0
F18E3.13.1	250	227	0	0
ZK180.7.1	502	479	0	0
ZK742.6.1	145	122	0	0
W02B12.13a.1	769	746	0	0
F46C3.6.1	136	113	0	0
F54F7.9.1	655	632	0	0
F09A5.9.1	379	356	7	179.423
Y49E10.29.1	1660	1637	1	5.57419
Y27F2A.10.1	745	722	0	0
Y27F2A.11.1	964	941	0	0
ZC250.5.1	595	572	0	0
ZC250.4.1	292	269	1	33.9218
R07C3.7.1	1204	1181	2	15.4529
R07C3.15.1	1231	1208	0	0
C52D10.12.1	2416	2393	0	0
C42C1.15.1	919	896	3	30.5523
C42C1.5.1	1078	1055	4	34.597
K09E10.1a.1	2059	2036	0	0
K09E10.2a.1	2068	2045	0	0
T06A10.3a.1	490	467	3	58.6186
T06A10.4a.1	724	701	15	195.256
K08E4.8.1	913	890	0	0
T14C1.3.1	1144	1121	0	0
F23D12.10a.1	1639	1616	0	0
cTel54X.1.1	1012	989	0	0
F38A1.11.1	880	857	0	0
F38A1.5.1	1381	1358	2	13.4388
F38A1.6.1	364	341	0	0
F38A1.4.1	1447	1424	0	0
F38A1.7.1	1399	1376	0	0
F38A1.15.1	940	917	0	0
F38A1.9.1	469	446	0	0
F38A1.10.1	808	785	0	0
F38A1.14.1	1375	1352	0	0
F38A1.13.1	292	269	0	0
F38A1.1.1	1468	1445	0	0
T08D2.1.1	484	461	0	0
T08D2.4.1	268	245	0	0
T08D2.5.1	958	935	0.990209	9.66376
T08D2.6.1	190	167	0.401434	21.9345
T08D2.7.1	1390	1367	0	0
T08D2.8.1	1147	1124	0	0
ZC47.6.1	898	875	0	0
ZC47.5.1	901	878	1	10.3929
ZC47.3.1	895	872	0	0
ZC47.4.1	898	875	1	10.4285
ZC47.14.1	889	866	1	10.5369
ZC47.13a.1	916	893	0	0
Y37F4.6.1	1534	1511	1	6.03902
Y43F8C.23.1	538	515	0	0
ZC449.6.1	1060	1037	0	0
ZC449.7.1	550	527	0	0
R11D1.12a.1	205	182	0	0
F14D7.12.1	235	212	0	0
T10G3.8.1	607	584	0	0
D1086.17.1	661	638	0	0
F11D11.14.1	835	812	0	0
F11D11.12.1	175	152	0	0
F28B1.9.1	1054	1031	0	0
T05E12.8.1	196	173	0	0
M01B2.12.1	916	893	0	0
W06G6.15.1	769	746	0	0
T03E6.9.1	997	974	0	0
Y34D9A.8b.1	517	494	2	36.9431
M01D7.9.1	229	206	0	0
Y71F9AR.2.1	715	692	0	0
Y71F9AR.4.1	328	305	2	59.8358
T21G5.6.1	253	230	0	0
R09B5.13.1	136	113	0	0
K12C11.5.1	430	407	0	0
K12C11.6.1	379	356	0	0
K12C11.7a.1	481	458	0	0
T12E12.6.1	1906	1883	0	0
Y47G6A.33.1	319	296	10	308.276
Y54G2A.12.1	805	782	1	11.6687
Y54G2A.52.1	274	251	0	0
Y71F9AM.8.1	235	212	0	0
F26D11.6.1	481	458	0	0
F26D11.13.1	793	770	0	0
F26D11.12.1	367	344	0	0
ZK813.7.1	364	341	41	1097.14
F09F9.1.1	433	410	0	0
F09F9.5.1	640	617	0	0
T28A11.2.1	583	560	3	48.8837
Y37H9A.5.1	133	110	0	0
Y75B12B.13.1	202	179	0	0
Y39B6A.3b.1	376	353	1	25.8497
ZK675.3a.1	1198	1175	1	7.76592
M110.5b.1	1459	1436	32	203.342
T07D4.5.1	409	386	3	70.9194
T11B7.3a.1	874	851	1	10.7226
F54D5.1a.1	1261	1238	1	7.37072
F32D8.7b.1	1123	1100	0	0
F37D6.2c.1	1735	1712	6	31.98
F43G9.2a.1	610	587	1	15.5451
F30F8.5b.1	796	773	0	0
D1086.18.1	526	503	1	18.1411
D1086.19.1	334	311	0	0
F02E9.4b.1	4504	4481	12	24.4364
T02E1.5b.1	910	887	8	82.2995
T05F1.1b.1	1672	1649	19	105.139
T26F2.3.1	931	908	1	10.0495
ZC334.12.1	94	71	0	0
K10H10.12.1	403	380	0	0
M04C9.1a.1	652	629	0	0
F11A5.5b.1	1081	1058	0	0
M01E5.3c.1	1663	1640	10	55.64
Y22F5A.3b.1	685	662	0	0
Y43F8B.15.1	973	950	0	0
Y54G11A.10a.1	610	587	0	0
Y60A3A.19b.1	748	725	2.59857	32.7059
Y95D11A.3.1	778	755	2	24.1721
Y37H2A.14.1	526	503	0	0
Y37H2A.13.1	412	389	1	23.4575
Y105E8A.23b.1	3451	3428	1	2.66189
Y59A8B.26a.1	757	734	0	0
T19H5.7.1	187	164	2	111.28
F27E5.7.1	388	365	0	0
ZK809.8b.1	175	152	2	120.065
F38B7.2b.1	667	644	0	0
D1081.7.1	2548	2525	13	46.98
F15B9.10a.1	1102	1079	5	42.2843
F17B5.8.1	364	341	0	0
F30A10.14.1	283	260	0	0
F36A2.1d.1	1975	1952	5	23.3734
F02E9.10c.1	1348	1325	5	34.4338
F59A1.11b.1	946	923	0	0
R13H4.2a.1	658	635	5	71.8501
ZK228.4b.1	910	887	0	0
F08A8.5.1	1189	1166	0	0
F08A8.8.1	649	626	0	0
F49E2.2c.1	1711	1688	2	10.8116
T07A5.7.1	1243	1220	0	0
F14F3.5.1	82	59	0	0
M153.5.1	682	659	0	0
F40F11.2.1	4804	4781	1	1.90859
F53F4.17.1	178	155	2	117.741
Y34B4A.2.1	1000	977	0	0
F56F4.1.1	412	389	0	0
F56F4.8.1	1003	980	3	27.9335
T23B12.8b.1	358	335	2	54.4774
F49D11.10.1	2164	2141	1	4.26201
F33H12.7.1	439	416	0	0
K05F6.4.1	1153	1130	1	8.07518
K05F6.12.1	1000	977	0	0
F56H1.7.1	469	446	0	0
Y37D8A.9b.1	994	971	23	216.142
Y47D3A.17c.1	2509	2486	1	3.67054
Y56A3A.7b.1	1693	1670	6	32.7843
C42C1.13b.1	601	578	1	15.7871
F26G1.11.1	592	569	0	0
F28B12.6.1	433	410	1	22.256
T02C5.3b.1	1756	1733	14	73.7158
T07A5.6c.1	511	488	1	18.6987
T21C12.4b.1	676	653	0	0
W02B12.15b.1	385	362	9	226.864
R11D1.13.1	268	245	0	0
D1081.10.1	820	797	0	0
K03A11.6.1	754	731	0	0
F14D7.14.1	322	299	0	0
F57B1.9a.1	1054	1031	1	8.85059
ZK662.6.1	574	551	0	0
T03F6.9.1	397	374	0	0
ZK1037.13.1	856	833	0	0
F54F12.2a.1	763	740	0	0
T05E12.9.1	907	884	0	0
F14H3.14.1	124	101	0	0
F10A3.17.1	748	725	3	37.7584
F11A5.17.1	574	551	0	0
Y94H6A.7.1	475	452	0	0
Y94H6A.12a.1	343	320	2	57.031
D1081.11.1	553	530	0	0
F32H2.12.1	742	719	0	0
ZK39.10.1	526	503	0	0
Y69H2.15.1	1351	1328	0	0
Y49F6B.9a.1	1249	1226	1	7.44287
F32A6.2.1	1897	1874	0	0
F56F4.2.1	439	416	0	0
F56F4.9.1	325	302	0	0
T19B10.12.1	157	134	0	0
T19C4.5a.1	1063	1040	0	0
Y51A2B.9.1	289	266	0	0
Y94A7B.11.1	190	167	0	0
F20E11.17.1	196	173	1	52.7454
F46B3.18.1	250	227	0	0
F49H6.15.1	232	209	0	0
T04C12.9.1	373	350	0	0
Y70C5A.3.1	2131	2108	0	0
Y34F4.1b.1	577	554	4	65.8842
ZK84.4.1	199	176	0	0
T25D10.2b.1	949	926	0	0
T20B5.3b.1	2599	2576	2	7.08459
D2024.4b.1	913	890	0	0
R03G5.5a.1	574	551	0	0
F41D9.2b.1	499	476	2	38.3402
F16F9.3.1	523	500	0	0
F28F9.3.1	256	233	0	0
W02C12.2b.1	598	575	0	0
ZK856.16.1	241	218	0	0
W01A8.1c.1	1237	1214	54	405.888
F32D8.15.1	484	461	1	19.7938
F23B12.4a.1	1093	1070	1	8.528
R11G10.4.1	145	122	1	74.7947
R02D5.8.1	739	716	1	12.7444
C53A5.17.1	1405	1382	2	13.2054
ZC412.10.1	301	278	0	0
K09A9.6b.1	2743	2720	0	0
F14H8.6b.1	1966	1943	0	0
F49H6.17.1	217	194	0	0
F55F10.3.1	526	503	0	0
T12B5.15.1	217	194	1	47.0359
T12B5.14.1	313	290	0	0
Y6E2A.10.1	742	719	0	0
Y43F8B.18.1	721	698	0	0
Y105E8A.17b.1	1447	1424	7	44.8558
E01A2.1b.1	853	830	8	87.9514
Y65B4BL.6a.1	142	119	0	0
Y73B6BL.5d.1	1999	1976	3	13.8537
ZC250.1b.1	1327	1304	0	0
F13H6.1b.1	2065	2042	0	0
M03F8.3b.1	2224	2201	12	49.7499
T13B5.8b.1	688	665	3	41.1652
T24E12.6b.1	976	953	0	0
Y20C6A.4.1	826	803	0	0
Y51A2A.12.1	271	248	0	0
Y62F5A.12.1	367	344	1	26.526
F27D4.6b.1	3607	3584	1	2.54603
F55B12.10.1	232	209	0	0
